Start,End,"Fuel-
Cycle","Sample
Point",Power,Power,Temp. Recirc,FW flow,Recirc flow,RWCU A flow,RWCU B flow,"Cond
""CIS""","Cond.
Recirc","Cond.
RWCU Inlet","Cond.
RWCU A","Cond.
RWCU B",H2-feedrate FW,O_rw,Fe_rw,Cr_rw,Cu_rw,Mn_rw,Co_rw,Ni_rw,Zn_rw,SiO2_rw,H3B03_rw,Pt_rw,Na_rw,Fe_fw,Co_fw,Zn_fw,Mn_fw
7/13/2009,7/19/2009,25,,96.4,"3,471",277,"1,905",97,9.7,9.6,0.076,0.143,0.078,0.063,0.060,19.3,1,1.40,0.010,0.090,,0.013,0.090,5.5,68,168,0.003,,0.33,,0.31,
7/20/2009,7/26/2009,25,,94.6,"3,407",277,"1,865",97,9.7,9.6,0.079,0.134,0.077,0.064,0.061,18.6,2,0.80,,0.070,,0.014,0.140,5.5,83,173,0.004,,0.66,,0.32,
7/27/2009,8/2/2009,25,,93.0,"3,346",277,"1,828",98,9.7,9.6,0.078,0.127,0.077,0.066,0.063,18.1,1,1.00,0.020,0.100,,0.017,0.170,5.7,92,195,0.002,,0.75,,0.32,
8/3/2009,8/9/2009,25,,71.6,"2,581",249,"1,411",84,9.6,9.5,0.116,0.160,0.107,0.061,0.059,8.1,78,1.05,,0.085,,0.016,0.200,6.3,63,150,< 0.001,,0.61,,0.31,
8/10/2009,8/16/2009,shutdown,,0.7,0,32,75,31,1.6,1.2,0.722,10.856,0.523,0.274,0.281,0.0,,,,,,,,,40,,,,,,,
8/17/2009,8/23/2009,shutdown,,0.1,0,34,12,31,-0.1,-0.2,1.017,10.956,0.632,0.596,0.570,0.0,,,,,,,,,63,,,,,,,
8/24/2009,8/30/2009,shutdown,,0.5,15,52,37,32,1.8,1.7,1.037,6.192,0.642,0.642,0.602,0.0,,,,,,,,,65,,,,,,,
8/31/2009,9/6/2009,26,,75.4,"2,713",270,"1,473",71,9.1,9.0,0.164,0.926,0.108,0.061,0.060,12.4,1,,,,,,,3.3,69,303,,9.2,,,0.35,
9/7/2009,9/13/2009,26,,100.0,"3,600",276,"1,986",93,9.7,9.7,0.077,0.503,0.078,0.062,0.063,17.7,1,1.30,,0.180,,0.033,,4.8,73,683,0.004,1.0,,,0.33,
9/14/2009,9/20/2009,26,,100.0,"3,600",276,"1,986",93,9.6,9.5,0.083,0.263,0.084,0.061,0.062,17.9,3,,0.100,0.300,,0.060,,4.4,68,813,0.016,1.5,0.56,,0.34,
9/21/2009,9/27/2009,26,,99.9,"3,596",276,"1,984",93,9.7,9.7,0.084,0.230,0.083,0.061,0.063,18.0,5,,,,,,,4.7,48,660,0.002,,,,,
9/28/2009,10/4/2009,26,,100.0,"3,600",276,"1,986",94,9.7,9.6,0.080,0.190,0.081,0.065,0.066,18.0,1,1.09,,0.270,,0.048,,4.9,65,1070,0.001,,0.73,,,
10/5/2009,10/11/2009,26,,99.3,"3,576",276,"1,971",92,9.6,9.6,0.090,0.171,0.083,0.068,0.070,17.8,1,1.10,,0.100,,0.029,0.150,5.0,85,1380,< 0.001,,0.62,,0.31,
10/12/2009,10/18/2009,26,,100.0,"3,600",276,"1,986",93,9.6,9.6,0.081,0.158,0.083,0.070,0.071,18.0,1,1.20,0.020,0.190,,0.050,0.180,4.9,93,1760,< 0.001,,0.55,,0.31,
10/19/2009,10/25/2009,26,,100.0,"3,600",276,"1,986",93,9.5,9.5,0.077,0.139,0.075,0.060,0.060,18.0,1,0.83,0.020,0.070,,0.015,0.100,5.1,53,1150,< 0.001,,0.47,,0.33,
10/26/2009,11/1/2009,26,,100.0,"3,600",276,"1,985",92,9.6,9.6,0.072,0.132,0.073,0.061,0.061,18.0,1,1.61,,0.099,,0.022,0.114,5.3,33,630,< 0.001,,0.49,,0.33,
11/2/2009,11/8/2009,26,,100.0,"3,599",276,"1,985",92,9.5,9.4,0.075,0.134,0.074,0.057,0.057,18.0,1,0.89,,0.109,,0.025,0.159,5.0,28,495,< 0.001,,0.52,,0.31,
11/9/2009,11/15/2009,26,,100.0,"3,600",276,"1,985",92,9.8,9.7,0.071,0.121,0.072,0.058,0.058,18.0,1,0.62,,0.093,,0.026,,4.9,27,290,< 0.001,,0.44,,0.32,
11/16/2009,11/22/2009,26,,100.0,"3,599",276,"1,985",92,9.5,9.4,0.071,0.124,0.072,0.058,0.058,18.0,1,0.68,,0.084,,0.025,0.106,4.9,37,380,< 0.001,,0.46,,0.32,
11/23/2009,11/29/2009,26,TV71,100.0,"3,600",276,"1,985",91,9.7,9.6,0.185,0.198,0.105,0.063,0.059,18.0,1,15.53,0.055,0.053,,0.043,0.661,4.3,30,172,0.294,7.3,0.34,,0.31,
11/30/2009,12/6/2009,26,TV71,100.0,"3,599",276,"1,985",91,9.6,9.6,0.228,0.214,0.106,0.103,0.085,18.0,1,19.37,0.049,0.043,,0.043,0.664,3.9,28,258,0.589,11.7,0.41,,0.32,
12/7/2009,12/13/2009,26,TV71,100.0,"3,600",276,"1,985",91,9.7,9.6,0.163,0.161,0.106,0.065,0.062,17.9,1,23.70,0.150,0.051,,0.057,0.700,3.7,27,170,0.380,3.5,0.39,,0.32,
12/14/2009,12/20/2009,26,TV71,100.0,"3,599",276,"1,984",91,9.8,9.7,0.162,0.139,0.106,0.057,0.057,18.0,1,15.60,0.050,0.038,,0.048,0.600,3.5,23,162,0.132,,,,0.31,
12/21/2009,12/27/2009,26,TV71,99.2,"3,572",276,"1,967",90,9.7,9.7,0.126,0.118,0.106,0.058,0.057,17.8,1,16.30,0.070,0.032,,0.053,0.600,3.5,28,205,0.100,,0.45,,0.31,
12/28/2009,1/3/2010,26,TV71,100.0,"3,600",276,"1,984",91,9.8,9.7,0.115,0.114,0.106,0.058,0.058,18.0,1,12.70,0.050,0.070,,0.042,0.700,3.7,40,300,0.054,,,,,
1/4/2010,1/10/2010,26,TV71,100.0,"3,600",276,"1,985",91,9.8,9.7,0.130,0.115,0.107,0.059,0.059,18.0,1,17.00,0.015,0.060,,0.041,0.600,3.5,42,390,0.050,,0.41,,0.31,
1/11/2010,1/17/2010,26,TV71,100.0,"3,600",276,"1,985",90,9.8,9.8,0.124,0.125,0.105,0.060,0.059,18.0,1,14.10,,0.020,,0.062,0.600,3.3,52,465,0.033,,0.45,,0.28,
1/18/2010,1/24/2010,26,TV71,99.3,"3,574",276,"1,969",90,9.5,9.5,0.422,0.208,0.120,0.062,0.068,17.8,1,14.75,0.020,0.050,,0.035,0.600,2.8,32,401,0.038,,0.44,,0.34,
1/25/2010,1/31/2010,26,TV71,100.0,"3,600",276,"1,985",92,9.8,9.7,0.189,0.171,0.106,0.063,0.070,18.0,1,10.01,0.020,0.030,,0.033,0.550,3.4,30,488,0.020,,0.50,,0.34,
2/1/2010,2/7/2010,26,TV71,100.0,"3,599",276,"1,984",92,9.7,9.6,0.143,0.139,0.106,0.056,0.057,17.9,1,,0.020,0.030,,0.035,0.600,3.1,25,277,0.015,,0.55,,0.28,
2/8/2010,2/14/2010,26,TV71,100.0,"3,600",276,"1,985",91,9.7,9.7,0.128,0.125,0.106,0.057,0.057,18.0,1,13.00,0.020,0.080,,0.040,0.600,3.0,23,188,0.007,,0.68,,0.31,
2/15/2010,2/21/2010,26,TV71,100.0,"3,599",276,"1,984",91,9.7,9.6,0.092,0.120,0.079,0.057,0.057,18.0,1,10.40,0.060,0.050,,0.036,0.600,3.1,25,255,0.009,,0.49,,0.31,
2/22/2010,2/28/2010,26,,100.0,"3,600",276,"1,985",90,9.7,9.6,0.074,0.116,0.075,0.058,0.058,18.0,1,1.95,0.055,0.025,,0.024,0.350,3.6,37,340,0.009,,0.50,,0.33,
3/1/2010,3/7/2010,26,,100.0,"3,599",276,"1,984",91,9.6,9.5,0.076,0.118,0.074,0.059,0.058,18.0,1,2.95,0.150,0.040,,0.023,0.250,3.6,40,343,0.009,,0.45,,0.31,
3/8/2010,3/14/2010,26,,100.0,"3,600",276,"1,985",91,10.5,5.4,0.077,0.116,0.074,0.056,0.072,18.0,1,2.85,0.025,0.035,,0.022,0.110,3.7,27,230,0.013,,0.54,,0.30,
3/15/2010,3/21/2010,26,,100.0,"3,600",276,"1,985",91,9.7,9.6,0.071,0.116,0.071,0.056,0.056,18.0,1,1.90,0.020,0.040,,0.022,0.120,3.5,22,115,0.006,,0.63,,0.32,
3/22/2010,3/28/2010,26,,100.0,"3,600",276,"1,985",91,9.6,9.6,0.070,0.118,0.071,0.056,0.057,18.0,1,2.15,0.020,0.045,,0.021,0.115,3.4,30,178,0.005,,0.51,,0.31,
3/29/2010,4/4/2010,26,TV71,100.0,"3,599",276,"1,984",90,9.6,9.6,0.114,0.121,0.105,0.057,0.057,18.0,< 1,8.05,0.020,0.050,,0.030,0.385,3.1,32,199,0.019,1.1,0.36,,0.30,
4/5/2010,4/11/2010,26,TV71,100.0,"3,600",276,"1,985",90,9.6,9.6,0.121,0.120,0.093,0.057,0.057,18.0,< 1,13.20,0.100,0.050,,0.038,0.620,2.7,40,248,0.011,,0.41,,0.31,
4/12/2010,4/18/2010,26,,100.0,"3,599",276,"1,984",90,9.6,9.6,0.071,0.120,0.071,0.058,0.057,17.9,1,2.10,0.010,0.030,,0.021,0.100,3.3,42,255,0.008,,0.52,,0.31,
4/19/2010,4/25/2010,26,,100.0,"3,600",276,"1,985",91,9.7,9.6,0.071,0.117,0.072,0.058,0.058,18.0,1,3.00,0.020,0.030,,0.018,0.100,3.3,48,325,0.006,,0.38,,0.30,
4/26/2010,5/2/2010,26,,99.2,"3,573",276,"1,968",90,9.8,9.7,0.076,0.110,0.074,0.059,0.059,17.8,1,2.10,0.010,0.040,,0.018,0.100,3.3,57,415,0.005,,0.46,,0.30,
5/3/2010,5/9/2010,26,,100.0,"3,600",276,"1,985",90,9.7,9.7,0.096,0.122,0.095,0.060,0.060,18.0,1,1.90,0.070,0.040,,0.018,0.140,3.3,55,400,0.004,,0.58,,0.28,
5/10/2010,5/16/2010,26,TV71,100.0,"3,600",276,"1,985",92,9.6,9.5,0.112,0.112,0.106,0.057,0.057,18.0,1,16.50,0.150,0.080,,0.034,0.720,3.0,37,290,0.041,,0.50,,0.29,
5/17/2010,5/23/2010,26,TV71,100.0,"3,600",276,"1,985",93,9.6,9.6,0.107,0.109,0.106,0.056,0.056,18.0,1,12.80,0.050,0.080,,0.033,0.600,2.7,23,130,0.022,,0.42,,0.29,
5/24/2010,5/30/2010,26,TV71,100.0,"3,599",276,"1,985",95,9.5,9.5,0.088,0.106,0.078,0.057,0.057,18.0,1,12.50,0.100,0.070,,0.031,0.640,3.0,35,200,0.017,,0.60,,0.27,
5/31/2010,6/6/2010,26,,99.8,"3,592",276,"1,980",97,9.4,9.4,0.072,0.108,0.071,0.057,0.057,17.9,1,4.10,0.030,0.040,,0.037,0.130,3.1,42,245,0.007,,0.35,,0.29,
6/7/2010,6/13/2010,26,,98.5,"3,546",276,"1,952",94,9.6,9.6,0.069,0.098,0.070,0.058,0.058,17.6,2,2.70,0.070,0.040,,0.019,0.200,3.2,52,295,0.009,,0.32,,0.30,
6/14/2010,6/20/2010,26,,100.0,"3,600",276,"1,986",93,9.7,9.7,0.069,0.101,0.069,0.058,0.058,18.0,1,2.80,0.030,0.070,,0.018,0.140,3.1,55,325,0.004,,0.38,,0.29,
6/21/2010,6/27/2010,26,,99.5,"3,581",276,"1,974",95,9.6,9.7,0.075,0.097,0.077,0.059,0.059,17.9,3,3.00,0.010,0.030,,0.021,0.110,3.1,63,383,0.005,,0.51,,0.30,
6/28/2010,7/4/2010,26,,96.7,"3,482",276,"1,913",93,9.6,9.7,0.072,0.091,0.071,0.060,0.060,17.3,1,3.30,0.600,0.030,,0.017,0.130,2.9,77,513,0.007,,0.46,,0.29,
7/5/2010,7/11/2010,26,,96.1,"3,460",276,"1,899",95,9.4,9.5,0.070,0.094,0.070,0.060,0.060,17.2,1,2.40,0.050,0.040,,0.016,0.130,3.2,92,610,0.005,,0.49,,0.29,
7/12/2010,7/18/2010,26,,95.3,"3,429",276,"1,880",97,9.5,9.4,0.108,0.102,0.086,0.058,0.059,17.0,1,1.90,0.020,0.040,,0.016,0.110,3.6,75,663,0.006,,0.34,,0.29,
7/19/2010,7/25/2010,26,,94.6,"3,405",276,"1,865",99,9.7,9.5,0.073,0.093,0.073,0.056,0.057,16.6,1,,,,,,,3.2,32,135,0.003,,0.55,,,
7/26/2010,8/1/2010,26,,72.8,"2,631",246,"1,432",84,9.7,9.6,0.224,0.245,0.129,0.057,0.057,8.1,50,2.10,0.020,0.050,,0.016,0.080,4.1,38,136,0.006,,0.59,,0.28,
8/2/2010,8/8/2010,shutdown,,0.1,58,34,28,31,1.2,1.4,0.674,0.648,0.689,0.297,0.306,0.0,,,,,,,,25.8,43,90,,,,,,
8/9/2010,8/15/2010,shutdown,,0.2,58,30,30,31,-2.4,-2.3,0.977,0.820,0.795,0.625,0.616,0.0,,,,,,,,,88,,,,,,,
8/16/2010,8/22/2010,shutdown,,0.2,58,26,13,31,-3.6,-3.6,0.993,0.968,0.834,0.809,0.723,0.0,,,,,,,,,108,,,,,,,
8/23/2010,8/29/2010,shutdown,,0.2,58,25,0,31,-3.7,-3.7,0.977,1.110,0.886,0.971,0.833,0.0,,,,,,,,,127,,,,,,,
8/30/2010,9/5/2010,shutdown,,0.1,20,23,0,31,-3.6,-3.6,0.957,1.253,0.952,0.998,0.974,0.0,,,,,,,,,150,,,,,,,
9/6/2010,9/12/2010,shutdown,,0.0,0,36,5,33,-1.7,-1.6,1.377,1.360,1.030,1.003,0.999,0.0,,,,,,,,,133,,,,,,,
9/13/2010,9/19/2010,27,,21.8,783,214,388,42,7.9,8.4,0.413,0.984,0.291,0.152,0.146,3.6,,,,,,,,,152,67,,,,,,
9/20/2010,9/26/2010,27,,90.1,"3,243",274,"1,773",81,9.7,9.5,0.103,0.136,0.084,0.057,0.059,16.1,4,,,,,,,4.4,55,153,0.002,,,,,
9/27/2010,10/3/2010,27,,98.8,"3,555",276,"1,960",93,9.7,9.5,0.073,0.141,0.074,0.057,0.059,17.9,0,2.30,,,,,,3.6,63,175,< 0.001,,,,0.36,
10/4/2010,10/10/2010,27,,98.7,"3,551",276,"1,958",94,9.8,9.6,0.076,0.128,0.074,0.058,0.059,17.8,1,1.60,,0.080,,0.028,0.172,3.5,68,262,< 0.001,,0.25,,0.36,
10/11/2010,10/17/2010,27,,98.5,"3,547",276,"1,955",91,9.9,9.7,0.071,0.120,0.070,0.058,0.059,17.9,0,2.10,,0.080,,0.025,0.169,3.6,68,290,< 0.001,,,,0.33,
10/18/2010,10/24/2010,27,,98.6,"3,548",276,"1,956",91,9.8,9.6,0.069,0.121,0.068,0.057,0.057,17.9,1,2.00,,0.060,,0.025,0.148,3.6,50,310,< 0.001,,,,0.34,
10/25/2010,10/31/2010,27,,98.9,"3,560",276,"1,963",91,9.8,9.7,0.064,0.119,0.064,0.056,0.056,17.9,0,3.10,,0.040,,0.026,0.140,3.4,15,65,< 0.001,,,,0.34,
11/1/2010,11/7/2010,27,,99.7,"3,588",276,"1,981",92,9.7,9.6,0.063,0.116,0.063,0.056,0.056,18.0,0,2.90,0.020,0.070,,0.025,0.150,3.4,20,118,0.002,,,,0.30,
11/8/2010,11/14/2010,27,,99.2,"3,569",276,"1,969",91,9.7,9.6,0.062,0.115,0.063,0.056,0.056,17.9,0,1.00,,0.090,,0.022,0.080,3.3,22,145,,,,,0.26,
11/15/2010,11/21/2010,27,,98.8,"3,555",276,"1,960",89,9.9,9.8,0.063,0.113,0.063,0.057,0.057,17.9,0,0.80,,0.070,,0.023,0.150,3.1,23,165,0.007,,,,0.25,
11/22/2010,11/28/2010,27,,98.3,"3,537",275,"1,948",88,9.9,9.8,0.062,0.111,0.062,0.057,0.057,17.8,0,1.00,0.030,0.060,,0.024,0.116,3.1,28,170,0.006,,0.10,,0.22,
11/29/2010,12/5/2010,27,,97.8,"3,520",275,"1,937",87,9.9,9.8,0.130,0.109,0.066,0.057,0.057,16.8,50,,,,,,,2.8,30,183,,,,,0.18,
12/6/2010,12/12/2010,27,,98.5,"3,546",275,"1,954",88,9.8,9.7,0.096,0.121,0.088,0.057,0.057,17.9,0,1.13,,0.075,,0.029,0.148,3.1,28,188,,,,,0.26,
12/13/2010,12/19/2010,27,TV71,97.7,"3,516",275,"1,935",86,9.8,9.7,0.119,0.117,0.101,0.057,0.057,17.7,0,10.00,,0.090,,0.051,0.670,2.4,32,180,0.016,,0.26,,0.24,
12/20/2010,12/26/2010,27,TV71,98.3,"3,537",275,"1,948",87,9.8,9.7,0.098,0.114,0.078,0.057,0.057,17.8,0,9.90,,0.090,,0.047,0.510,2.6,33,185,0.002,,0.10,,0.24,
12/27/2010,1/2/2011,27,,98.0,"3,529",275,"1,943",87,9.8,9.7,0.065,0.114,0.065,0.057,0.057,17.7,0,,,,,,,3.5,35,210,< 0.001,,,,0.28,
1/3/2011,1/9/2011,27,,98.4,"3,543",275,"1,952",87,9.7,9.6,0.064,0.112,0.065,0.057,0.057,17.8,0,2.10,,0.060,0.255,0.025,0.080,3.4,38,225,0.003,,0.20,,0.23,0.028
1/10/2011,1/16/2011,27,,98.7,"3,552",276,"1,958",89,9.7,9.6,0.085,0.118,0.079,0.057,0.057,17.8,0,1.80,,0.060,0.255,0.028,0.180,3.6,37,198,< 0.001,3.0,0.10,,0.28,0.031
1/17/2011,1/23/2011,27,TV71,97.2,"3,499",275,"1,926",88,9.7,9.6,0.167,0.167,0.101,0.056,0.056,17.5,0,12.10,0.020,0.070,0.415,0.042,0.620,3.3,15,58,0.122,5.4,0.10,,0.27,0.035
1/24/2011,1/30/2011,27,TV71,97.9,"3,525",275,"1,941",88,9.6,9.6,0.154,0.141,0.101,0.056,0.056,17.7,0,12.00,0.020,0.060,0.394,0.040,0.600,3.4,17,69,0.110,3.4,0.20,,0.28,
1/31/2011,2/6/2011,27,TV71,98.1,"3,532",275,"1,945",88,9.7,9.6,0.118,0.115,0.101,0.056,0.056,17.8,0,11.60,,0.060,,0.040,0.580,3.0,22,83,0.079,0.2,0.25,,0.28,
2/7/2011,2/13/2011,27,TV71,98.6,"3,548",276,"1,955",89,9.7,9.6,0.111,0.112,0.101,0.056,0.056,17.6,0,10.20,,0.070,,0.037,0.550,2.8,22,100,0.037,0.2,0.27,,0.27,
2/14/2011,2/20/2011,27,TV71,98.5,"3,548",276,"1,955",89,9.8,9.7,0.110,0.109,0.101,0.056,0.056,17.9,0,9.00,,0.070,,0.045,0.057,2.5,23,113,0.020,0.3,0.19,,0.27,
2/21/2011,2/27/2011,27,,89.1,"3,206",274,"1,753",82,9.6,9.5,0.100,0.112,0.089,0.056,0.056,15.6,4,2.80,,0.040,,0.027,0.170,4.2,35,126,0.018,0.4,,,0.16,
2/28/2011,3/6/2011,27,,98.4,"3,544",276,"1,953",89,9.6,9.5,0.068,0.117,0.068,0.056,0.057,17.8,0,2.70,,0.090,,0.028,0.110,3.7,33,148,0.020,0.1,0.15,0.004,0.23,
3/7/2011,3/13/2011,27,,98.9,"3,560",276,"1,963",89,9.5,9.5,0.067,0.112,0.068,0.057,0.057,17.9,0,1.70,0.010,0.070,,0.029,0.170,3.6,38,165,0.012,,0.12,0.006,0.27,
3/14/2011,3/20/2011,27,,99.3,"3,574",276,"1,972",90,9.7,9.7,0.069,-0.267,0.069,0.057,0.057,18.0,0,3.00,0.020,0.060,,0.028,0.310,3.5,38,178,0.019,,0.18,0.004,0.29,
3/21/2011,3/27/2011,27,,99.3,"3,574",276,"1,972",90,9.7,9.5,0.068,-1.000,0.068,0.056,0.056,17.9,0,2.70,0.010,0.060,,0.027,0.260,3.7,23,113,0.003,,0.16,0.004,0.29,
3/28/2011,4/3/2011,27,,99.7,"3,590",276,"1,982",91,9.7,9.6,0.068,-1.000,0.068,0.056,0.056,18.0,0,1.90,0.010,0.040,,0.027,,3.7,17,55,0.002,,0.10,0.008,0.29,
4/4/2011,4/10/2011,27,,99.8,"3,592",276,"1,983",91,9.7,9.5,0.067,-1.000,0.067,0.056,0.056,18.0,0,2.60,0.010,0.020,,0.027,0.210,3.7,18,73,0.002,,0.16,0.004,0.28,
4/11/2011,4/17/2011,27,,99.4,"3,577",276,"1,973",90,9.7,9.6,0.066,-1.000,0.066,0.056,0.056,18.0,0,1.90,0.010,0.050,,0.026,0.140,3.7,22,83,0.001,,0.25,0.006,0.27,
4/18/2011,4/24/2011,27,,99.8,"3,591",276,"1,983",91,9.8,9.6,0.066,-1.000,0.066,0.056,0.056,17.9,0,1.90,,0.050,,0.027,0.200,3.6,25,108,< 0.001,,0.18,,0.28,
4/25/2011,5/1/2011,27,,91.8,"3,305",275,"1,812",85,9.8,9.7,0.098,-1.000,0.078,0.057,0.056,16.2,15,1.80,,0.040,,0.025,0.130,6.1,40,125,0.004,,0.15,0.004,0.29,
5/2/2011,5/8/2011,27,,99.8,"3,592",276,"1,983",92,9.8,9.6,0.067,-1.000,0.066,0.057,0.057,18.0,0,1.40,,0.140,,0.028,0.160,4.4,37,130,0.003,,0.12,0.005,0.26,
5/9/2011,5/15/2011,27,,99.9,"3,597",276,"1,986",93,9.8,9.7,0.065,-1.000,0.066,0.057,0.057,18.0,0,1.40,,0.080,,0.024,0.130,4.0,40,170,< 0.001,,0.07,0.005,0.27,
5/16/2011,5/22/2011,27,,99.9,"3,597",276,"1,987",95,9.8,9.6,0.065,-1.000,0.066,0.057,0.057,18.0,0,1.20,,0.080,,0.024,0.160,4.0,43,190,< 0.001,,0.12,0.007,0.28,
5/23/2011,5/29/2011,27,,99.7,"3,590",276,"1,982",96,9.8,9.6,0.066,-1.000,0.066,0.058,0.057,17.9,0,1.10,,0.080,,0.023,0.120,4.1,48,215,< 0.001,,0.07,0.006,0.27,
5/30/2011,6/5/2011,27,,99.4,"3,580",277,"1,976",97,9.8,9.7,0.066,-1.000,0.067,0.058,0.057,17.9,0,,,,,,,4.0,50,,,,,,0.26,
6/6/2011,6/12/2011,27,,99.7,"3,588",277,"1,981",99,9.9,9.7,0.066,-1.000,0.067,0.058,0.058,18.0,0,1.10,,0.080,,0.019,0.100,4.2,53,254,0.002,,0.10,0.003,0.26,
6/13/2011,6/19/2011,27,,98.8,"3,557",276,"1,962",89,9.7,9.5,0.067,-1.000,0.067,0.059,0.058,17.7,0,0.90,,0.060,,0.015,,4.4,53,255,,,0.06,0.003,0.24,
6/20/2011,6/26/2011,27,,99.4,"3,578",276,"1,974",92,9.8,9.7,0.066,-1.000,0.067,0.059,0.058,17.9,0,0.90,,0.070,,0.022,,4.0,57,250,0.001,,0.06,0.004,0.24,
6/27/2011,7/3/2011,27,,97.4,"3,505",276,"1,929",91,9.4,9.4,0.068,-1.000,0.068,0.057,0.056,17.4,0,1.00,,0.070,,0.022,0.130,4.6,45,275,< 0.001,,,,0.26,
7/4/2011,7/10/2011,27,,99.0,"3,562",277,"1,965",97,9.7,9.6,0.067,-1.000,0.068,0.056,0.056,17.8,0,1.00,,0.071,,0.023,0.125,4.7,22,73,< 0.001,,0.05,0.005,0.27,
7/11/2011,7/17/2011,27,,97.8,"3,519",277,"1,938",98,9.8,9.7,0.067,-1.000,0.068,0.056,0.056,17.6,0,1.20,,0.080,,0.020,0.123,4.7,25,83,< 0.001,,0.06,0.004,0.27,
7/18/2011,7/24/2011,27,,96.9,"3,490",277,"1,920",101,9.8,9.7,0.068,-1.000,0.069,0.056,0.056,17.5,0,1.10,,0.080,,0.018,0.127,4.7,28,85,< 0.001,,0.09,0.005,0.26,
7/25/2011,7/31/2011,27,,95.1,"3,422",277,"1,877",101,9.9,9.8,0.097,-1.000,0.115,0.058,0.057,0.9,85,1.00,,0.090,,0.018,0.120,4.4,42,90,< 0.001,,0.13,0.004,0.26,
8/1/2011,8/7/2011,27,,33.0,"1,189",143,664,55,7.1,7.2,0.122,-1.000,0.284,0.157,0.086,0.0,129,,,,,,,3.8,33,120,,,,,,
8/8/2011,8/14/2011,shutdown,,0.0,0,31,41,31,-0.4,-0.5,0.933,-1.000,0.636,0.530,0.323,0.0,,,,,,,,,53,,,,,,,
8/15/2011,8/21/2011,shutdown,,0.0,0,37,39,31,-0.4,-0.2,0.900,-1.000,0.713,0.632,0.478,0.1,,,,,,,,10.6,72,275,,,,,,
8/22/2011,8/28/2011,shutdown,,0.4,15,69,29,32,8.8,8.6,0.552,-1.000,0.399,0.165,0.146,0.0,,,,,,,,,127,,,,,,,
8/29/2011,9/4/2011,28,,64.2,"2,311",233,"1,258",65,9.7,9.6,0.240,0.523,0.146,0.125,0.100,5.8,126,,,,,,,3.6,145,555,,,,,,
9/5/2011,9/11/2011,28,,99.0,"3,564",276,"1,966",90,9.7,9.6,0.073,0.118,0.075,0.060,0.060,17.2,0,2.10,,0.250,,0.050,0.180,3.5,155,480,0.002,,0.08,0.005,0.39,
9/12/2011,9/18/2011,28,,99.6,"3,584",276,"1,978",92,9.7,9.6,0.093,0.129,0.077,0.057,0.057,17.8,0,1.30,,0.180,,0.040,0.170,5.2,25,180,0.002,1.0,0.17,0.004,0.47,
9/19/2011,9/25/2011,28,,99.9,"3,598",276,"1,987",93,9.6,9.5,0.079,0.122,0.079,0.057,0.057,18.0,0,1.20,,0.160,,0.040,0.150,6.1,28,198,< 0.001,,0.13,0.004,0.47,
9/26/2011,10/2/2011,28,,99.8,"3,592",276,"1,983",92,9.6,9.5,0.079,0.126,0.079,0.058,0.058,18.0,0,0.90,,0.160,,0.031,0.150,6.9,32,240,< 0.001,,0.05,0.004,0.49,
10/3/2011,10/9/2011,28,,99.2,"3,572",276,"1,971",90,9.7,9.6,0.080,0.133,0.083,0.059,0.059,17.8,0,0.90,,0.120,,0.029,0.140,7.2,38,258,< 0.001,,0.13,0.005,0.48,
10/10/2011,10/16/2011,28,,91.0,"3,275",275,"1,795",85,9.6,9.5,0.097,0.117,0.092,0.060,0.060,15.7,0,,,,,,,,58,,,,,,,
10/17/2011,10/23/2011,28,,99.3,"3,574",276,"1,971",91,9.7,9.6,0.082,0.115,0.082,0.057,0.057,17.9,0,0.60,,0.150,,0.028,0.120,7.3,23,163,< 0.001,,0.18,0.005,0.48,
10/24/2011,10/30/2011,28,,98.9,"3,559",276,"1,962",90,9.7,9.6,0.083,0.093,0.085,0.058,0.058,17.8,0,0.40,,0.130,,0.025,0.100,7.4,20,88,< 0.001,,0.17,0.005,0.49,
10/31/2011,11/6/2011,28,,99.7,"3,589",276,"1,981",91,9.6,9.5,0.083,0.095,0.083,0.061,0.060,17.8,0,0.50,,0.100,,0.024,0.100,7.3,20,105,< 0.001,,0.16,0.006,0.49,
11/7/2011,11/13/2011,28,,99.4,"3,579",276,"1,974",90,9.7,9.6,0.084,0.112,0.084,0.063,0.063,18.0,0,,,,,,,7.6,28,115,< 0.001,,0.13,0.005,0.50,
11/14/2011,11/20/2011,28,,98.7,"3,552",275,"1,957",88,9.7,9.7,0.085,0.116,0.086,0.065,0.065,17.9,0,0.60,,0.090,,0.022,0.080,7.6,30,135,< 0.001,,0.17,0.005,0.49,
11/21/2011,11/27/2011,28,,98.6,"3,548",275,"1,955",87,9.7,9.6,0.087,0.115,0.086,0.067,0.067,17.9,0,0.60,,0.080,,0.022,0.080,8.1,30,135,< 0.001,,0.20,0.005,0.49,
11/28/2011,12/4/2011,28,,99.2,"3,573",276,"1,970",88,9.7,9.6,0.106,0.121,0.089,0.061,0.061,17.9,1,0.40,,0.070,,0.020,0.070,7.5,27,77,0.007,4.0,0.20,0.005,0.49,
12/5/2011,12/11/2011,28,TV71,98.9,"3,559",276,"1,962",88,9.8,9.7,0.191,0.189,0.096,0.061,0.057,17.6,< 1,10.40,0.020,0.080,,0.029,0.330,7.1,15,44,0.119,6.2,0.20,0.004,0.50,
