id_examinee,math,history,geography,literature,civic_education,english
1003135,6.4,4.25,6,6.5,8,4.8
1003136,2.4,4.5,6.5,6,6.25,2.4
1003138,7.8,6.25,9,7,9.75,8.6
1003139,9,5.75,7.75,8.75,8.75,8.8
1003141,6.4,3.25,5.5,6.25,8.25,7.6
1003142,9.2,3,6.75,7.5,8.75,9
1003143,8,8.25,8.75,8.25,9.5,10
1003144,7.8,7.5,8,9,9.25,9.8
1003145,6.8,7.25,7.75,8.5,8.25,8.2
1003147,8.2,6.75,7.75,8.5,9.25,9.8
1003149,8.4,4.5,8,9,9.5,9.2
1003150,7.4,6.75,7.25,8.5,9.75,7.6
1003151,8.8,4.75,8,8.5,7.5,9.2
1003153,8,5.25,6.75,8.5,8.25,8.4
1003154,6,5.25,7.25,8.5,8.25,7.2
1003155,7.2,8.5,8.75,8,9,7
1003156,8.2,2.5,6.5,8.25,6.25,9.6
1003157,8.4,5.75,7.5,7.75,8.25,8.2
1003158,8,5.75,7.75,8.25,9.75,9.6
1003160,8.4,5.75,7.5,8.5,8.75,9.2
1003161,7.6,2.75,5.5,8.25,7,9
1003162,9,5,8.75,8.25,9,10
1003163,7.8,4,7,8,8.75,9.6
1003164,8.2,5.75,6.5,8.75,8,8.6
1003165,7.2,6,7.75,8,7.75,8
1003166,5.6,6.25,8.25,7.75,9.75,5.4
1003167,7.8,6.5,7,8.75,9.25,9.4
1003168,4.6,2.75,4.25,6,6.5,4
1003169,8.8,3.5,5.75,8.25,8.25,8.2
1003170,8.4,4,5.75,8,8.5,9.2
1003171,8,5.5,8,7.25,9.25,8.8
1003172,8.2,4.75,7.25,8.25,10,8.6
1003173,8.4,4.75,8,8,8.5,9.8
1003174,6.6,3,6.75,7.75,8,9.6
1003175,6.4,5.25,7.5,7.25,9.75,8.8
1003176,7.2,3.5,6.25,5.5,8.5,6
1003177,8,3.75,6.75,7.5,8,9
1003178,2,3,5,3.5,6.5,2.4
1003180,6.2,3.75,7,7.75,9,2.6
1003181,6.2,3.5,6.75,7.25,8,6
1003182,8.2,5.75,8.25,7.75,8.75,9.2
1003183,5,4.25,6.75,6,9,4.4
1003184,6,4.5,5.5,6.75,9,4
1003186,7.2,6,7,6.5,9,8.4
1003187,3.2,3.75,5.75,6.25,6.25,3.2
1003191,8.8,3.75,7.5,7.75,8.5,9.8
1003192,4.8,7.25,8.25,7.75,9.5,3.8
1003197,7.4,7.5,9.25,6.75,9.25,9
1003199,8,5.25,7.5,7.75,8,9.2
1003205,4.8,7.25,6.75,4.75,8.75,9
1003210,6.2,4.75,8.5,7.75,7.5,5.6
1003211,7.2,6.5,8.25,8.75,9.5,9.2
1003212,8.2,4,7.75,8,9,9.2
1003213,8.4,3.75,7.25,8.25,9.25,8.2
1003214,6.6,2.5,6.75,7.25,7.25,4.2
1003215,7.8,5,8,8,9.5,7.8
1003332,5.8,7.5,9.25,8,8,7.8
1003333,6.6,7.5,7.25,7.25,9,8.8
1003334,2.6,2.5,6,4.5,8.25,3.4
1003335,8.2,4.75,6.5,8.5,8,9.2
1003336,8,4.25,6.75,8.25,9.25,7.8
1003337,6.6,9,9.25,8.5,9,10
1003338,7.6,6.25,7.75,7.75,9,8.8
1003339,8.4,8.25,8.75,8.5,9.5,9.2
1003340,8,6.75,7.25,8,9.5,8.4
1003341,7.8,4.25,6,8.5,7,8.8
1003342,7.4,3.5,5.75,7.25,6.75,9
1003343,7,5.5,6.25,4.75,7.25,5.4
1003347,7,1.75,5.75,7.5,7.5,6.6
1003348,8.8,4.75,7.75,8.75,8,9.2
1003350,8.2,5.75,7,7.75,9,7.2
1003352,7.8,8.5,8,8,9.5,9.2
1003354,6,4.75,7.5,7,8.25,9.2
1003356,8.6,5.75,7.75,8.5,10,9.8
1003357,7.8,5,7,8.5,9.25,9
1003359,5.4,3.5,6.5,6.75,8.5,2.8
1003360,7.2,4.5,6,9,8.75,8.2
1003361,2.8,3.5,5,6.5,5.25,3.4
1003368,7,6,7.5,7.25,9.25,8.2
1003369,4.2,4.5,8.5,7.25,8,4
1003372,6.4,3,7.25,7.5,9,3.2
1003373,8.8,6.5,7.75,9,9.75,9.8
1003375,8.4,6,7.5,7.75,8.75,8.8
1003379,8,5,7,8.25,7.75,9.2
1003380,5,6,6.5,7,7.5,4.6
1003386,6.4,6,7.25,7.5,8.25,7.8
1003388,7.6,4.25,7,7.25,9,9.8
1003389,6.6,2.5,5.25,6.75,6.75,5.8
1003390,8.6,5.25,7.25,8.75,7.5,8.4
1003391,6.8,5.75,6.5,6.25,9.5,4.2
1003392,5.6,5.75,7,5.75,7.25,4.2
1003395,8.2,8.75,8.25,8.5,7.75,7.2
1003396,8.6,7.5,7.25,8.5,8.5,7.8
1003398,6.2,5.5,7.5,6.25,9.5,9.6
1003399,2.2,4,5.75,5.25,6,5.4
1003401,8.2,6,6.75,8,9.25,9
1003403,7.4,3.75,6,6.75,7.5,7.2
1003405,7.2,5,7,6.25,8.25,7.6
1003406,8,7.75,7.75,8.75,8.25,8.8
1003409,6.6,3,6.75,8.5,7.75,8.8
1003410,7.8,3.75,7,7.5,7,8.8
1003413,8.6,6.75,7.25,8,9.25,9.2
1003414,7.2,5,6,5.75,6,2.6
1003415,6.8,3.75,6.5,6.25,6.5,4.6
1003417,6.8,5,7,7.5,8.25,7.2
1003419,7.8,5.5,7.75,8.75,8.5,9
1003421,3.8,4.5,8.25,8,9.5,8.2
1003422,8,4.5,6.5,8.5,7.5,9.6
1003424,8.8,5.75,7.25,8.75,8.75,9.8
1003425,8.2,4.75,5.75,8,8,9.2
1003426,5.6,5,7.5,7.75,7.75,8.8
1003427,6.2,1.25,6.25,4.25,8.25,3.4
1003428,8.4,7.25,7,7.75,9,9.6
1003432,8.6,3.75,7,8,8.5,9.6
1003433,8,7,7.75,8,8.75,9.8
1003434,9,6.75,7.75,7.75,9.75,9.2
1003436,8.2,6.25,6.25,8.25,8.25,9.2
1003437,7.8,2.75,6.75,8,6.25,6.8
1003438,7,5.25,7.25,6.5,8,5.6
1003439,7.6,6,8,8.75,8.5,9.6
1003442,8.2,4.75,6,8,9.25,8.6
1003444,7.8,4.25,7.25,7.75,7,9
1003445,9,6.5,8.25,8.75,9.5,9.8
1003447,8,4.25,7.25,8.25,8,9.6
1003450,6,6.5,8.75,8,7.75,8.2
1003454,7.6,3.25,5.75,7.75,6.5,9
1003455,7.6,6.5,8,7.25,9.25,7.2
1003456,4.6,4.75,5.5,6.5,6.25,3.6
1003457,8.4,4.5,6.25,6.5,7.5,8.6
1003459,7.4,5.5,5.75,7.25,8.25,9.2
1003461,8.2,5.25,6.5,7.5,6.75,9.4
1003462,6.4,3.5,6.5,6.75,9.25,6
1003463,7.6,6.25,4.75,7,8,8.4
1003466,7.8,5,6.25,8.5,8.25,9.4
1003467,7.6,7,7,7.75,8.75,9
1003469,8,6.5,7.75,7.25,9.25,9.2
1003470,4,6.25,6,6,9.25,8
1003472,8.4,6.5,7.5,8.5,9.5,9.4
1003476,8.4,4.75,6,8,8,8.2
1003477,7.6,3.75,6.25,8,7.75,6
1003478,8.6,4.75,6.75,8,9,9.4
1003480,8.6,8.25,7.25,8.5,8.25,8.4
1003482,7.6,3,5.5,8.5,7.25,8.8
1003484,7.4,3.5,7.75,8.5,7,6.4
1003485,7.6,5.5,8,8,8.5,9.2
1003488,5.8,2.5,7.25,6.25,9.25,2.4
1003489,7.2,5.5,8,8,8.5,6
1003490,5.4,2,6.75,7.25,7.75,8.8
1003493,6,3.75,6,8.5,7,8.8
1003494,6,6.25,6.75,8.5,8.5,9.2
1003495,8.2,4.5,7,7.5,9.25,9.6
1003496,4,4.75,6.75,7,8.5,7.8
1003499,8,6.5,6.75,7.75,8.5,9.6
1003500,9,4.75,8.25,8.5,8.5,10
1003504,6.4,3.25,6,6.25,9.25,3.2
1003505,8.2,2.75,6.75,7.25,9.5,8.6
1003508,9,4,6.5,8.25,7.75,9.2
1003509,7.6,6.25,8,8,8.75,9.6
1003510,8.4,3.75,5.25,6.75,8.75,9.8
1003511,5.6,3,6.5,4,7,2.4
1003513,6.4,4,6,7,8.25,8.8
1003514,4,3,4.25,4.75,6.5,6.6
1003516,8.4,4.75,7.5,7.5,9.25,7.8
1003518,7.8,4.5,7.25,8,7.5,8.8
1003520,8.8,7,5.75,8.75,8.25,8.8
1003521,8.4,4.25,6,8,9,9.4
1003523,7.2,4.75,7,8.25,7.25,9
1003524,6.6,3.25,5.25,8.25,8.5,4.8
1003526,8.6,3.75,8,8.5,8.25,8.2
1003527,2.4,4.25,6.75,6.75,8.5,3
1003530,8.8,5.25,6.5,8.75,9.75,9.4
1003531,6.4,4,4.75,7.25,8,4.6
1003534,4.4,2.75,5.25,3.25,5.75,3
1003537,8.4,3.25,7,8,8.25,9.6
1003540,6.4,2.75,5.75,6.5,5.5,3.2
1003541,5.2,3.5,6.75,7.75,8.75,7.6
1003543,3.6,4,4.25,4,4.75,3.2
1003545,8,4.25,6.75,8,8.25,9.4
1003546,6.8,3.75,6.75,7.5,8.75,7.4
1003547,7.2,3.75,6,6.75,6,3.6
1003549,7.6,3.5,7,9,7.5,9.2
1003550,8.2,2.5,4.75,8,8.5,10
1003551,4.8,3.25,5.5,7.75,7.75,5.6
1003552,7.8,3,6,8,6,7.4
1003553,8.4,7.5,7.25,8.25,9,9.2
1003555,7.6,8.5,8.5,7.75,9,9.4
1003557,2.6,3,4.75,5,3.75,2.6
1003560,9,4.25,7.5,8.25,8.75,9.6
1003561,8.4,5.5,7,7.5,9,9.2
1003563,9.2,7.75,7.5,9,9.75,9.6
1003564,7.6,5.25,6.5,8.75,7.5,9.4
1003569,8.4,5,6.75,8,9.25,9.4
1003573,7.2,8,7.25,9.25,8.5,9.6
1003575,9.6,6.25,7.5,8.5,8,9.2
1003576,7.8,6,6.5,8,8.75,9.4
1003578,8.8,7.25,8,7.75,9.75,10
1003580,8.8,4.25,7.25,8.75,7.25,8.8
1003581,5,4,6.75,7,9.25,3.2
1003583,4.6,3.25,5.25,4.25,6.5,5.4
1003587,7.8,2.25,6.5,8.25,8.25,9.2
1003588,8.8,4.5,6.5,8.25,9.75,9.2
1003590,7,6.25,7.5,7.75,9.25,9.8
1003592,8,7.25,7,8,9.25,9.4
1003594,8.8,3.75,7.25,8.25,6.5,9.8
1003595,7.8,6.25,8.25,8.25,8.5,9.6
1003596,7.6,4.75,6.25,6.75,7,9.4
1003598,8.4,8.75,8.75,7.75,10,10
1003599,2.8,2.25,3.5,3.5,4.25,2
1003602,8.6,4,7,8.5,8,9.2
1003605,8.6,3.5,6.5,7,8,9.6
1003606,5.8,3.25,7,7,9.25,4
1003608,8.6,5.5,6.75,5,8.25,10
1003609,6.6,5,6,8,7.75,6.8
1003611,7.6,5,6.5,9,9.5,10
1003613,8,6.5,7,9,8.25,8.6
1003615,8.2,5.5,7,8.5,8.5,9.6
1003616,3.8,3.75,5.75,6.25,8.25,4
1003617,7,2.75,7,2.5,7.75,4.2
1003619,6.8,5.5,7.25,6.25,10,9.4
1003620,7.2,5,5.5,8,8.5,5.4
1003622,8.6,5.25,9.25,8.75,9.5,9.6
1003623,8.4,5.25,7.75,8.5,9.75,9.4
1003625,7.2,3.75,5.75,9,8.5,8.6
1003626,7.8,2.5,6,8.25,6,8
1003627,7.6,7.25,8.25,8.5,9.75,8.2
1003628,8.8,8,8.25,8.5,8.75,9.2
1003629,8.2,4,6.75,7.75,8.25,8.8
1003630,6.2,3.75,6,7.75,9,4.6
1003632,8.4,5.25,9,8,8,9.4
1003634,7.2,5,7.5,8.5,8.75,7.4
1003635,7,7,8.25,7.75,9.25,8.8
1003636,8.4,6.75,8.75,8.25,9,9
1003638,5.8,4.25,6.75,7.5,6.5,4.4
1003639,4.6,3,6.25,5.75,6,7.2
1003641,5.6,5.5,7,6.5,9,7.8
1003642,5.2,4.75,7.75,6.25,8.75,6
1003643,7.8,3.75,6.75,7.5,7.5,8.8
1003644,7.6,6,4.25,7.5,9.5,9
1003646,8,8.25,8,8.75,8.75,8.4
1003647,7.4,5.25,8.25,8.25,9,6.2
1003648,7.2,3.75,6,8.5,7,7.6
1003649,7.2,6,6.75,8.5,6,8.2
1003652,7.6,4.5,6.75,7.25,8.75,8.6
1003653,6.6,5.5,6,7.75,9.25,9
1003654,7.6,4.75,7.5,8.25,7.75,9.2
1003655,8.4,3,6.75,8.5,8,9.2
1003656,8.4,6.75,7,7.5,7.25,8
1003660,8.8,7.5,7,8,9.75,8.8
1003661,8,6.5,7.5,8.5,10,9.2
1003662,7.8,5.5,7,5.75,8.75,8.6
1003665,7.6,4.25,6.5,7,7,8.4
1003666,5.6,7.5,7.25,7,7.75,8.8
1003667,9,5,8,8,8.75,9.2
1003670,4.8,3.75,5,6.5,7,3.8
1003671,7.6,5.25,6.25,6.75,7.5,9.8
1003675,8.2,5,9.25,7.75,9,9
1003676,8.2,2.5,5.5,8.25,7.25,8.4
1003677,8,4.5,6.25,9,8.75,8.6
1003678,5.6,3.75,4.75,7.75,7.5,2.8
1003681,7.2,3.5,5.75,7,8.25,8
1003686,8.2,4.75,7.25,8,7.5,9.2
1003688,8.4,5,6,7.25,8,9.4
1003690,4.4,4.5,7.25,6,7.75,7
1003692,5.4,6.5,6.75,6,9.25,3
1003694,6.6,3.75,6.25,7.5,7.5,7.2
1003697,8.6,4,5.75,8.25,7.25,8.2
1003700,8,7.25,7,7.75,6.5,9
1003704,8.2,5.75,7.25,8.25,8,9.4
1003706,7,3.25,6.25,5.5,8.25,6.8
1003707,8.2,5.5,6.25,8.75,8,9.8
1003710,8,3.75,7.75,9,7.75,9.4
1003716,8,9.25,9.5,9,9.75,6
1003718,7.6,4.25,5.75,6.25,7.75,7.8
1003719,7.4,6,6.25,7.75,9.25,8.8
1003721,5.6,2.5,5.5,5.75,8.75,4
1003722,7.6,5.25,7,7,7.75,9.4
1003723,7,5.75,6,8.5,8.75,6.2
1003724,9,5,8,8.25,8.5,9.6
1003725,7.8,3.75,6.75,8.25,9,8.6
1003726,8.2,5.5,7,7.75,9.25,9
1003727,8.2,5.75,7,7.75,8.75,8
1003728,8.6,4.75,7.5,8,8.5,9.6
1003729,4.8,5.5,6.75,3.75,7,6
1003731,8.4,5.25,8.5,7.75,9.75,9
1003732,9,5.75,6.5,7.75,9,9.2
1003733,7,3.5,6.25,8.25,8.75,8.4
1003734,5.2,2.75,6.5,6.5,8,3.6
1003737,7.6,2.5,7,7.75,8.25,6.2
1003738,7.4,8,9,8.5,10,7.4
1003741,4.8,3,4.5,7,8,3.4
1003742,8.2,4.5,6.5,8.5,8,8.6
1003743,8.6,6.25,8.75,8.75,9,9.6
1003746,7.4,4.5,7,8.75,7.25,8.6
1003748,6.4,2,6.75,7.25,9.75,9.4
1003750,7.4,3.5,7.5,7.5,9.25,9.8
1003751,7.2,3.5,7,6.75,8,8.4
1003752,6.4,5,6.5,8.75,8,7.4
1003753,8.4,8.5,9,8.25,10,9.6
1003755,9,5.25,6.5,7.25,7.75,9.4
1003757,5.2,3,6.5,7.25,8.5,7.4
1003758,5.4,3.5,7.25,6.5,7,3
1003759,6.8,5.25,7.25,7.75,9,8.2
1003760,7.4,6,8,8,8.25,5.2
1003761,8.8,4,7.5,8,8.25,8.6
1003764,7.4,4,6.5,7.75,8.25,8.2
1003765,8.4,3.25,7,8,8.75,8.8
1003766,6.8,4.5,7,7,8.75,4
1003767,7.4,6.25,8.75,7,7.5,9.6
1003771,8.2,4,7,8,9,9.6
1003774,6.6,3.75,6.25,7.75,7.75,3.4
1003775,6.2,2.5,6.25,7,7.75,4
1003776,8.2,4.5,6.25,8.25,7.75,9.2
1003777,6.2,4.25,7,6.75,5.5,5.8
1003778,8,5,7.25,7.25,9.75,6.6
1003780,7.2,5.75,6.25,7.75,8.5,9.6
1003782,4.2,5.25,6,7.5,8,2.8
1003783,7.6,4.75,7,7.5,9.25,4.6
1003787,8,2.75,5.75,8.25,6.5,7.6
1003789,9,5.25,7.75,8.5,9.75,9.6
1003790,6.2,6,6.75,6.5,8.25,9.6
1003792,8.2,4,6.5,8.75,8.25,9.2
1003794,7.8,5.75,7,8,8,8.2
1003799,3.2,4.25,6.75,7.5,7.75,5.2
1003800,4.4,3,6,6.75,8.75,5.4
1003801,8.2,7,7.5,8,8,10
1003803,7.6,7,7.5,7.25,8,9.2
1003805,8.4,6,7.25,8.5,9,9
1003806,8.6,5.25,6.75,8.75,9,9
1003808,8.2,7.25,7.75,8,9.75,9.6
1003809,5.8,3,6.25,7.25,6.75,4.6
1003812,6.4,5.25,8,5.5,7.5,10
1003813,6.2,3.5,6.5,6.5,6.75,6
1003814,8.6,7.75,8,7.75,10,9.8
1003815,5.4,4.75,6.75,7,8.25,7.2
1003816,8.2,5,6,7.75,7.5,9
1003821,7.6,2,5.75,7.25,7.75,8.6
1003823,8.4,4.25,7,7.5,9,7.8
1003825,7.6,5.75,7,6.75,8,4.4
1003830,8.2,5,6.25,8.5,7,7.6
1003831,6.2,1.5,8,7,8,8.4
1003833,7.6,4,6.25,7.5,7,8.2
1003834,5.6,5.5,7.25,7,8.75,8.6
1003835,7.6,3.5,6.5,7.75,7,8.2
1003837,8.2,5.75,8.5,8,9.5,9.8
1003840,7.8,6.5,7,8.5,8.75,8
1003843,8,3.75,8.5,8.75,9.75,9.6
1003844,4.6,2.5,5.5,6.5,6,3
1003845,8.2,7,8.25,8.5,9.25,10
1003846,8.4,8,9,7.75,9.5,10
1003847,9,4.5,6.75,7.75,7,7.8
1003848,7.4,5,6.25,8,8.75,6.8
1003850,7.2,8.75,8,8.5,8.75,8.4
1003851,8,3.25,8.75,7.75,9.25,9
1003852,7.4,8.25,8.5,8,8.75,7.8
1003853,6,5.75,6,8,8,5
1003854,7.6,5.75,7,7.5,9.25,1.8
1003855,7.8,3.5,5.5,8.25,7,8.8
1003859,7.6,5.25,8.25,8,7.5,6.8
1003860,7.8,5,6.75,7.75,8.75,3
1003863,7.2,4.75,5.5,7.75,5.5,7.2
1003866,8,7,7.5,7,8.75,9.6
1003867,7.4,6,8.5,7.75,9,9.6
1003870,8.8,5.5,8,7.5,8.75,8.8
1003873,6.2,4.75,7.25,6.5,9.25,5.8
1003874,7.8,4.5,6.5,7.25,8,5
1003877,8,4,7.25,7.5,6.75,8
1003883,7.4,5.25,6.25,8,8.75,9.4
1003887,6.8,5,7.75,7,8.75,8.6
1003888,8.6,7.75,8.5,8,9.75,9.8
1003890,7.8,3,8.25,8,8.5,8.8
1003894,8.2,7,8.5,8.25,9,9.8
1003895,5.6,4.25,7.5,8,8,6.4
1003897,5.8,6.75,7.75,7,7.5,6.6
1003899,5,4.75,6.75,6.5,9.5,8.8
1003901,8.2,6,6.5,8.5,8.25,8.4
1003902,6.8,3.25,6.5,9.25,9.25,9.6
1003904,8.4,8.25,8.75,8.5,7.5,7.8
1003905,9.2,6.25,6.25,8.75,8.75,9.6
1003908,7.8,8.5,9,8.25,9,9.8
1003910,8.6,4.25,8.5,8.75,9,9.4
1003911,7.4,5.75,8,8.75,10,9.6
1003912,8.4,4.5,7.5,8.5,9,10
1003913,8.4,4.75,6.25,8.25,9,7.8
1003915,7.8,3.75,8,8.5,8.25,9.2
1003916,8.4,5,6.75,8.25,8,9.2
1003918,7.8,4.75,8.5,8.5,8,9.2
1003919,7.2,4.75,5.5,8.75,7.25,9
1003920,8.4,4.25,7.25,8,8,10
1003925,8.4,6.75,8,7.25,9,7.6
1003926,8.4,5.5,6.25,7.75,8.25,8.4
1003928,8.4,3.75,6.75,8,9.25,8.6
1003929,7.6,3.75,5.5,7.25,7,8.2
1003930,7.4,4.25,7,7.5,7.5,8.6
1003931,7.2,5,7.25,6.75,9.75,8.6
1003932,6.8,4.5,7,7,7,4.2
1003933,7.6,9.25,7.75,8.25,9.75,9.4
1003934,8.6,2.75,6,8.5,8,8
1003936,7.8,8.5,9.25,8.5,8.5,7.2
1003938,7.8,6.5,6.25,8,7.75,9.4
1003939,8.2,5.25,8,7,9,8.8
1003940,7.4,4.5,6.25,7.5,8.25,7.2
1003941,7,3,6.25,8.5,8,6.2
1003942,8.4,3.25,6.25,8.75,8.5,8.6
1003943,8.2,5,7.5,8.75,9.75,9.2
1003944,8,8,8.25,8,9,9.6
1003946,7.4,4.25,6.75,8.25,9.25,9
1003947,6.2,2,6.5,6.75,8.5,7
1003948,6.8,2.75,7,6.75,7.5,5.2
1003953,7.4,4.75,7,7.75,8,9.6
1003954,8.2,5.5,7.25,8.5,9.25,9.2
1003955,7.8,4.25,6.25,8.75,9.25,9.8
1003959,8,5,8.5,8,8.75,8.8
1003966,7,4.25,6,8.75,7.75,6.2
1003967,7.2,1.75,7,7,8.5,5
1003968,7.4,6.5,8,6.75,9.75,5.2
1003977,3.8,4.25,6.75,7.5,7.25,6.2
1003978,6.8,7.5,6.25,6.75,9.25,3.6
1003979,6.4,8.5,8.25,7,9.5,8.6
1003981,8.8,7,9.5,7.5,9,9.8
1003982,8.4,6,7.25,7.75,9.25,9.2
1003984,7.6,2.75,6.5,7,7,3.4
1003986,7,4,7,3.75,8.25,2.4
1003989,5.4,8.25,7.5,6.75,8.25,1.4
1003990,5.8,3.5,6.25,7,8.5,7.8
1003991,7.6,5,7,7.5,9,9.2
1003994,8.6,2.25,5.75,7,7.5,7.4
1003995,7.4,5.25,5.5,7.75,8.25,9.4
1003996,7.4,7.25,6.5,7.5,8.75,8.6
1003997,7.2,6.25,6.75,7.25,8.25,9
1003998,8.8,8.75,8.25,8,9,9
1003999,4.8,4.5,6.25,7.25,7.5,4.2
1004000,7,3.5,6.5,8.25,8.75,8.8
1004001,8.4,6.5,9.25,7.75,9.5,9.2
1004004,9,4.75,6.25,8.25,8,9.2
1004005,6.6,4.25,7,6.75,9,6.8
1004006,8.2,4,5.5,7,7.75,9.4
1004010,8.4,5.75,6.75,8.25,7.25,9
1004011,8,7.75,6.25,8,9.25,8.2
1004012,6.4,6,8,7.5,8.25,3.4
1004015,6.6,1.5,6.25,6.5,7.5,3
1004019,7.8,4.25,7.25,8,7.5,9
1004020,8,5.25,6.5,7.75,8,9.4
1004021,6.8,5.25,6.5,6.75,8.25,6.2
1004022,4.4,5.5,8,6,9.25,4.4
1004023,7.4,6.75,6.5,7.5,8,9
1004024,8,9,7,8.5,7.25,8.6
1004025,3.6,2.5,5,2.25,6.75,2.2
1004204,6.4,3.5,5.5,3.75,7,7.8
1004209,8.2,4.5,6.25,7.5,8,9.8
1004211,8.6,7,8.5,9,9.5,9.4
1004212,4.4,3.25,6.25,7,8.75,5.2
1004215,6.4,3.25,6.25,4.75,6.25,4.8
1004217,6.2,5.25,6.75,7.25,7.25,6
1004218,8,4.5,8.25,8.5,7.75,9.2
1004219,8.6,3.25,6.75,8.25,9,9.6
1004222,7.8,4.5,7.25,6.25,8.5,9
1004223,8.2,3.5,6.75,8.25,9.5,9
1004224,4.6,4.5,7,6.5,8,3.4
1004227,8.2,4,7,9,7,9.2
1004228,8.2,4.5,6.25,8.5,7.75,6.8
1004231,7.4,5.75,7.5,7.75,8.5,7.6
1004233,4.4,3.5,4.5,6.5,8.5,3.8
1004235,8.6,4.75,7,8,9.25,9
1004237,7.4,4.5,5.25,7.75,8.5,7.8
1004238,8.2,6.25,6.25,7,9.25,9.4
1004239,7.4,4.75,4.75,7.25,7.5,6
1004240,8,7,8,7.75,9,9.8
1004241,8,4.75,7.25,8,9.25,9.4
1004242,8.6,4.25,7.75,8.5,9,9.6
1004245,4.6,3.75,5.5,4,7.5,2.2
1004246,6.8,4.25,7.75,6.75,8,3.4
1004247,7.2,4.25,7,6.25,8.25,6.6
1004248,8.4,8,8,9,9.25,9.4
1004249,7.4,8.25,7.5,8,9.75,7
1004250,5.6,3.5,5.5,7.5,8.75,8.8
1004251,5.2,4.5,6,7,7.25,5.8
1004252,5.8,1.75,6,5,8.25,2.2
1004254,5.4,3.75,6.75,5.5,7.75,2.4
1004255,7.6,2.75,6.5,8,9.25,9.4
1004256,7,4.75,6,9,7,8.8
1004257,6.6,7.75,9,7.75,8.25,4.2
1004258,6,6.25,5.5,5,7.25,5
1004259,6.6,7.25,8.5,7.75,8.75,9.8
1004260,6.2,5.75,8,7.25,9.75,8.2
1004261,5.6,3.5,5.75,7.25,7.5,3.6
1004262,8.4,8.5,8.25,8,8.25,7
1004263,8.4,7,8.5,8.75,9.75,9.8
1004266,5.4,4,6.5,7.75,7,8.6
1004267,6.4,5.75,7.75,8.5,8.25,9
1004268,7.6,5.5,8.25,8,8,9
1004270,7,5,5.75,7,7.5,9.2
1004271,8.6,8,7.5,8.25,9.5,9.2
1004272,8.6,4,8,8.75,7,8.8
1004273,7.4,5.5,6.75,7,7,8.4
1004274,7.4,4.75,6.75,8.75,7.25,7.8
1004275,7,8,5.75,6.75,7.5,7.4
1004278,8.4,5.75,7,7.75,8.75,9
1004279,4,2.75,4,6,5,3.4
1004280,8.4,5.25,8.25,6.5,9.5,9.6
1004281,7.6,4.5,7,8.25,6.25,6.4
1004282,3.6,2.5,6,6,6.75,3.2
1004283,7,5.25,7.25,7,8.75,9.2
1004285,5.6,3.25,7,7,9,5.8
1004286,6.4,6.5,7.75,7.5,9,4
1004287,6,5.5,7.25,5.5,8.5,2.6
1004288,6,3,5.5,3.25,7.25,3
1004289,7.4,3.25,5.75,8.25,7.25,9
